symbol,fiscalDateEnding,reportedDate,reportedEPS,estimatedEPS,surprise,surprisePercentage,reportTime
ADBE,2023-11-30,2023-12-13,4.27,4.14,0.13,3.1401,post-market
ADBE,2023-08-31,2023-09-14,4.09,3.98,0.11,2.7638,post-market
ADBE,2023-05-31,2023-06-15,3.91,3.79,0.12,3.1662,post-market
ADBE,2023-02-28,2023-03-15,3.8,3.68,0.12,3.2609,post-market
ADBE,2022-11-30,2022-12-15,3.6,3.5,0.1,2.8571,post-market
ADBE,2022-08-31,2022-09-15,3.4,3.33,0.07,2.1021,pre-market
ADBE,2022-05-31,2022-06-16,3.35,3.31,0.04,1.2085,post-market
ADBE,2022-02-28,2022-03-22,3.37,3.34,0.03,0.8982,post-market
ADBE,2021-11-30,2021-12-16,3.2,3.2,0,0,pre-market
ADBE,2021-08-31,2021-09-21,3.11,3.01,0.1,3.3223,post-market
ADBE,2021-05-31,2021-06-17,3.03,2.81,0.22,7.8292,post-market
ADBE,2021-02-28,2021-03-23,3.14,2.78,0.36,12.9496,post-market
ADP,2023-12-31,2024-01-31,2.13,2.1,0.03,1.4286,pre-market
ADP,2023-09-30,2023-10-25,2.08,2.03,0.05,2.4631,pre-market
ADP,2023-06-30,2023-07-26,1.89,1.83,0.06,3.2787,pre-market
ADP,2023-03-31,2023-04-26,2.52,2.45,0.07,2.8571,pre-market
ADP,2022-12-31,2023-01-25,1.96,1.94,0.02,1.0309,post-market
ADP,2022-09-30,2022-10-26,1.86,1.8,0.06,3.3333,pre-market
ADP,2022-06-30,2022-07-27,1.5,1.46,0.04,2.7397,pre-market
ADP,2022-03-31,2022-04-27,2.21,2.08,0.13,6.25,pre-market
ADP,2021-12-31,2022-01-26,1.65,1.63,0.02,1.227,pre-market
ADP,2021-09-30,2021-10-27,1.65,1.49,0.16,10.7383,pre-market
ADP,2021-06-30,2021-07-28,1.2,1.14,0.06,5.2632,pre-market
ADP,2021-03-31,2021-04-28,1.89,1.82,0.07,3.8462,pre-market
ABNB,2023-12-31,2024-02-13,0.76,0.62,0.14,22.5806,post-market
ABNB,2023-09-30,2023-11-01,2.43,2.1,0.33,15.7143,post-market
ABNB,2023-06-30,2023-08-03,0.98,0.78,0.2,25.641,post-market
ABNB,2023-03-31,2023-05-09,0.18,0.09,0.09,100,post-market
ABNB,2022-12-31,2023-02-14,0.48,0.25,0.23,92,post-market
ABNB,2022-09-30,2022-11-01,1.79,1.47,0.32,21.7687,post-market
ABNB,2022-06-30,2022-08-02,0.56,0.43,0.13,30.2326,post-market
ABNB,2022-03-31,2022-05-03,-0.03,-0.29,0.26,89.6552,post-market
ABNB,2021-12-31,2022-02-15,0.08,0.03,0.05,166.6667,post-market
ABNB,2021-09-30,2021-11-04,1.22,0.75,0.47,62.6667,post-market
ABNB,2021-06-30,2021-08-12,-0.11,-0.47,0.36,76.5957,post-market
ABNB,2021-03-31,2021-05-13,-1.12,-1.17,0.05,4.2735,post-market
GOOGL,2023-12-31,2024-01-30,1.64,1.59,0.05,3.1447,post-market
GOOGL,2023-09-30,2023-10-24,1.55,1.45,0.1,6.8966,post-market
GOOGL,2023-06-30,2023-07-25,1.44,1.34,0.1,7.4627,post-market
GOOGL,2023-03-31,2023-04-25,1.17,1.07,0.1,9.3458,post-market
GOOGL,2022-12-31,2023-02-02,1.05,1.18,-0.13,-11.0169,post-market
GOOGL,2022-09-30,2022-10-25,1.06,1.25,-0.19,-15.2,post-market
GOOGL,2022-06-30,2022-07-26,1.21,1.28,-0.07,-5.4688,post-market
GOOGL,2022-03-31,2022-04-26,1.23,1.3,-0.07,-5.3846,post-market
GOOGL,2021-12-31,2022-02-01,1.53,1.37,0.16,11.6788,post-market
GOOGL,2021-09-30,2021-10-26,1.4,1.17,0.23,19.6581,post-market
GOOGL,2021-06-30,2021-07-27,1.36,0.97,0.39,40.2062,post-market
GOOGL,2021-03-31,2021-04-27,1.31,0.79,0.52,65.8228,post-market
GOOG,2023-12-31,2024-01-30,1.64,1.59,0.05,3.1447,post-market
GOOG,2023-09-30,2023-10-23,1.55,1.45,0.1,6.8966,pre-market
GOOG,2023-06-30,2023-07-25,1.44,1.34,0.1,7.4627,post-market
GOOG,2023-03-31,2023-04-25,1.17,1.06,0.11,10.3774,post-market
GOOG,2022-12-31,2023-02-02,1.05,1.19,-0.14,-11.7647,post-market
GOOG,2022-09-30,2022-10-25,1.06,1.25,-0.19,-15.2,post-market
GOOG,2022-06-30,2022-07-26,1.21,1.3,-0.09,-6.9231,post-market
GOOG,2022-03-31,2022-04-26,1.23,1.29,-0.06,-4.6512,post-market
GOOG,2021-12-31,2022-02-01,1.53,1.38,0.15,10.8696,post-market
GOOG,2021-09-30,2021-10-26,1.4,1.17,0.23,19.6581,post-market
GOOG,2021-06-30,2021-07-27,1.36,0.96,0.4,41.6667,post-market
GOOG,2021-03-31,2021-04-27,1.31,0.79,0.52,65.8228,post-market
AMZN,2023-12-31,2024-02-01,1,0.8,0.2,25,post-market
AMZN,2023-09-30,2023-10-26,0.94,0.58,0.36,62.069,post-market
AMZN,2023-06-30,2023-08-03,0.65,0.35,0.3,85.7143,post-market
AMZN,2023-03-31,2023-04-27,0.31,0.21,0.1,47.619,post-market
AMZN,2022-12-31,2023-02-02,0.25,0.18,0.07,38.8889,post-market
AMZN,2022-09-30,2022-10-27,0.17,0.22,-0.05,-22.7273,post-market
AMZN,2022-06-30,2022-07-28,0.18,0.14,0.04,28.5714,post-market
AMZN,2022-03-31,2022-04-28,0.37,0.42,-0.05,-11.9048,post-market
AMZN,2021-12-31,2022-02-03,0.29,0.18,0.11,61.1111,post-market
AMZN,2021-09-30,2021-10-28,0.31,0.45,-0.14,-31.1111,post-market
AMZN,2021-06-30,2021-07-29,0.76,0.62,0.14,22.5806,post-market
AMZN,2021-03-31,2021-04-29,0.79,0.48,0.31,64.5833,post-market
AMD,2023-12-31,2024-01-30,0.77,0.77,0,0,post-market
AMD,2023-09-30,2023-10-31,0.7,0.68,0.02,2.9412,post-market
AMD,2023-06-30,2023-08-01,0.58,0.57,0.01,1.7544,post-market
AMD,2023-03-31,2023-05-02,0.6,0.56,0.04,7.1429,post-market
AMD,2022-12-31,2023-01-31,0.69,0.67,0.02,2.9851,post-market
AMD,2022-09-30,2022-11-01,0.67,0.68,-0.01,-1.4706,post-market
AMD,2022-06-30,2022-08-02,1.05,1.03,0.02,1.9417,post-market
AMD,2022-03-31,2022-05-03,1.13,0.91,0.22,24.1758,post-market
AMD,2021-12-31,2022-02-01,0.92,0.76,0.16,21.0526,post-market
AMD,2021-09-30,2021-10-26,0.73,0.67,0.06,8.9552,post-market
AMD,2021-06-30,2021-07-27,0.63,0.54,0.09,16.6667,post-market
AMD,2021-03-31,2021-04-27,0.52,0.44,0.08,18.1818,post-market
AEP,2023-12-31,2024-02-27,1.23,1.26,-0.03,-2.381,pre-market
AEP,2023-09-30,2023-11-02,1.77,1.7,0.07,4.1176,pre-market
AEP,2023-06-30,2023-07-27,1.13,1.12,0.01,0.8929,pre-market
AEP,2023-03-31,2023-05-04,1.11,1.12,-0.01,-0.8929,pre-market
AEP,2022-12-31,2023-02-23,1.05,0.99,0.06,6.0606,pre-market
AEP,2022-09-30,2022-10-27,1.62,1.56,0.06,3.8462,pre-market
AEP,2022-06-30,2022-07-27,1.2,1.19,0.01,0.8403,pre-market
AEP,2022-03-31,2022-04-28,1.22,1.2,0.02,1.6667,pre-market
AEP,2021-12-31,2022-02-24,0.98,0.93,0.05,5.3763,pre-market
AEP,2021-09-30,2021-10-28,1.43,1.46,-0.03,-2.0548,pre-market
AEP,2021-06-30,2021-07-22,1.18,1.14,0.04,3.5088,pre-market
AEP,2021-03-31,2021-04-22,1.15,1.17,-0.02,-1.7094,pre-market
AMGN,2023-12-31,2024-03-05,4.4,4.3,0.1,2.3256,pre-market
AMGN,2023-09-30,2023-10-31,4.96,4.67,0.29,6.2099,pre-market
AMGN,2023-06-30,2023-08-03,5,4.49,0.51,11.3586,post-market
AMGN,2023-03-31,2023-04-27,3.98,3.85,0.13,3.3766,post-market
AMGN,2022-12-31,2023-01-31,4.09,4.1,-0.01,-0.2439,post-market
AMGN,2022-09-30,2022-11-03,4.7,4.44,0.26,5.8559,post-market
AMGN,2022-06-30,2022-08-04,4.65,4.4,0.25,5.6818,post-market
AMGN,2022-03-31,2022-04-27,4.25,4.09,0.16,3.912,post-market
AMGN,2021-12-31,2022-02-07,4.36,4.08,0.28,6.8627,post-market
AMGN,2021-09-30,2021-11-02,4.67,4.27,0.4,9.3677,post-market
AMGN,2021-06-30,2021-08-03,4.38,4.09,0.29,7.0905,post-market
AMGN,2021-03-31,2021-04-27,3.7,4.05,-0.35,-8.642,post-market
ADI,2023-10-31,2023-11-21,2.01,2,0.01,0.5,pre-market
ADI,2023-07-31,2023-08-23,2.49,2.52,-0.03,-1.1905,pre-market
ADI,2023-04-30,2023-05-24,2.83,2.75,0.08,2.9091,pre-market
ADI,2023-01-31,2023-02-15,2.75,2.6,0.15,5.7692,pre-market
ADI,2022-10-31,2022-11-22,2.73,2.58,0.15,5.814,pre-market
ADI,2022-07-31,2022-08-17,2.52,2.43,0.09,3.7037,pre-market
ADI,2022-04-30,2022-05-18,2.4,2.11,0.29,13.7441,pre-market
ADI,2022-01-31,2022-02-16,1.94,1.78,0.16,8.9888,pre-market
ADI,2021-10-31,2021-11-23,1.73,1.7,0.03,1.7647,pre-market
ADI,2021-07-31,2021-08-18,1.72,1.63,0.09,5.5215,pre-market
ADI,2021-04-30,2021-05-19,1.54,1.45,0.09,6.2069,pre-market
ADI,2021-01-31,2021-02-17,1.44,1.32,0.12,9.0909,pre-market
ANSS,2023-12-31,2024-02-21,3.94,3.71,0.23,6.1995,post-market
ANSS,2023-09-30,2023-11-01,1.41,1.26,0.15,11.9048,post-market
ANSS,2023-06-30,2023-08-02,1.6,1.49,0.11,7.3826,post-market
ANSS,2023-03-31,2023-05-03,1.85,1.61,0.24,14.9068,post-market
ANSS,2022-12-31,2023-02-22,3.09,2.8,0.29,10.3571,post-market
ANSS,2022-09-30,2022-11-02,1.77,1.63,0.14,8.589,post-market
ANSS,2022-06-30,2022-08-03,1.77,1.6,0.17,10.625,post-market
ANSS,2022-03-31,2022-05-04,1.36,1.14,0.22,19.2982,post-market
ANSS,2021-12-31,2022-02-23,2.81,2.71,0.1,3.69,post-market
ANSS,2021-09-30,2021-11-03,1.59,1.34,0.25,18.6567,post-market
ANSS,2021-06-30,2021-08-04,1.85,1.56,0.29,18.5897,post-market
ANSS,2021-03-31,2021-05-05,1.12,0.84,0.28,33.3333,post-market
AAPL,2023-12-31,2024-02-01,2.18,2.1,0.08,3.8095,post-market
AAPL,2023-09-30,2023-11-02,1.46,1.39,0.07,5.036,post-market
AAPL,2023-06-30,2023-08-03,1.26,1.19,0.07,5.8824,post-market
AAPL,2023-03-31,2023-05-04,1.52,1.43,0.09,6.2937,post-market
AAPL,2022-12-31,2023-02-02,1.88,1.94,-0.06,-3.0928,post-market
AAPL,2022-09-30,2022-10-27,1.29,1.27,0.02,1.5748,post-market
AAPL,2022-06-30,2022-07-28,1.2,1.16,0.04,3.4483,post-market
AAPL,2022-03-31,2022-04-28,1.52,1.43,0.09,6.2937,post-market
AAPL,2021-12-31,2022-01-27,2.1,1.89,0.21,11.1111,post-market
AAPL,2021-09-30,2021-10-28,1.24,1.24,0,0,post-market
AAPL,2021-06-30,2021-07-27,1.3,1.01,0.29,28.7129,post-market
AAPL,2021-03-31,2021-04-28,1.4,0.99,0.41,41.4141,post-market
AMAT,2023-10-31,2023-11-16,2.12,2,0.12,6,post-market
AMAT,2023-07-31,2023-08-17,1.9,1.74,0.16,9.1954,post-market
AMAT,2023-04-30,2023-05-18,2,1.84,0.16,8.6957,post-market
AMAT,2023-01-31,2023-02-16,2.03,1.93,0.1,5.1813,post-market
AMAT,2022-10-31,2022-11-17,2.03,1.73,0.3,17.341,post-market
AMAT,2022-07-31,2022-08-18,1.94,1.79,0.15,8.3799,post-market
AMAT,2022-04-30,2022-05-19,1.85,1.9,-0.05,-2.6316,post-market
AMAT,2022-01-31,2022-02-16,1.89,1.85,0.04,2.1622,post-market
AMAT,2021-10-31,2021-11-18,1.94,1.95,-0.01,-0.5128,post-market
AMAT,2021-07-31,2021-08-19,1.9,1.77,0.13,7.3446,post-market
AMAT,2021-04-30,2021-05-20,1.63,1.51,0.12,7.947,post-market
AMAT,2021-01-31,2021-02-18,1.39,1.28,0.11,8.5937,post-market
ASML,2023-12-31,2024-01-24,5.55,5.09,0.46,9.0373,pre-market
ASML,2023-09-30,2023-10-18,4.81,4.59,0.22,4.793,pre-market
ASML,2023-06-30,2023-07-19,4.93,4.54,0.39,8.5903,pre-market
ASML,2023-03-31,2023-04-19,5.31,4.45,0.86,19.3258,post-market
ASML,2022-12-31,2023-01-25,4.7,4.45,0.25,5.618,pre-market
ASML,2022-09-30,2022-10-19,4.32,4.01,0.31,7.7307,pre-market
ASML,2022-06-30,2022-07-20,3.77,3.81,-0.04,-1.0499,pre-market
ASML,2022-03-31,2022-04-20,1.94,1.78,0.16,8.9888,pre-market
ASML,2021-12-31,2022-01-19,5.01,4.26,0.75,17.6056,pre-market
ASML,2021-09-30,2021-10-20,5.02,4.8,0.22,4.5833,pre-market
ASML,2021-06-30,2021-07-21,3.04,2.93,0.11,3.7543,pre-market
ASML,2021-03-31,2021-04-21,3.86,3.02,0.84,27.8146,pre-market
AZN,2023-12-31,2024-02-08,0.73,0.79,-0.06,-7.5949,pre-market
AZN,2023-09-30,2023-11-09,0.87,0.85,0.02,2.3529,pre-market
AZN,2023-06-30,2023-07-28,1.08,0.95,0.13,13.6842,pre-market
AZN,2023-03-31,2023-04-27,0.96,1.07,-0.11,-10.2804,pre-market
AZN,2022-12-31,2023-02-09,0.69,0.67,0.02,2.9851,pre-market
AZN,2022-09-30,2022-11-10,0.84,0.72,0.12,16.6667,pre-market
AZN,2022-06-30,2022-07-29,0.86,0.77,0.09,11.6883,pre-market
AZN,2022-03-31,2022-04-29,0.95,0.83,0.12,14.4578,pre-market
AZN,2021-12-31,2022-02-10,0.84,0.73,0.11,15.0685,pre-market
AZN,2021-09-30,2021-11-12,0.54,0.62,-0.08,-12.9032,pre-market
AZN,2021-06-30,2021-07-29,0.45,0.43,0.02,4.6512,pre-market
AZN,2021-03-31,2021-04-30,0.82,0.75,0.07,9.3333,pre-market
TEAM,2023-12-31,2024-02-01,0.73,0.62,0.11,17.7419,post-market
TEAM,2023-09-30,2023-11-02,0.65,0.54,0.11,20.3704,post-market
TEAM,2023-06-30,2023-08-03,0.57,0.45,0.12,26.6667,post-market
TEAM,2023-03-31,2023-05-04,0.54,0.34,0.2,58.8235,post-market
TEAM,2022-12-31,2023-02-02,0.45,0.31,0.14,45.1613,post-market
TEAM,2022-09-30,2022-11-03,0.36,0.39,-0.03,-7.6923,post-market
TEAM,2022-06-30,2022-08-04,0.27,0.27,0,0,post-market
TEAM,2022-03-31,2022-04-28,0.47,0.32,0.15,46.875,post-market
TEAM,2021-12-31,2022-01-27,0.5,0.39,0.11,28.2051,post-market
TEAM,2021-09-30,2021-10-28,0.46,0.4,0.06,15,post-market
TEAM,2021-06-30,2021-07-29,0.24,0.18,0.06,33.3333,post-market
TEAM,2021-03-31,2021-04-29,0.48,0.29,0.19,65.5172,post-market
ADSK,2023-10-31,2023-11-21,2.07,1.99,0.08,4.0201,post-market
ADSK,2023-07-31,2023-08-23,1.91,1.73,0.18,10.4046,post-market
ADSK,2023-04-30,2023-05-25,1.55,1.55,0,0,post-market
ADSK,2023-01-31,2023-02-23,1.86,1.81,0.05,2.7624,post-market
ADSK,2022-10-31,2022-11-22,1.7,1.7,0,0,post-market
ADSK,2022-07-31,2022-08-24,1.65,1.57,0.08,5.0955,post-market
ADSK,2022-04-30,2022-05-26,1.43,1.34,0.09,6.7164,post-market
ADSK,2022-01-31,2022-02-24,1.5,1.44,0.06,4.1667,post-market
ADSK,2021-10-31,2021-11-23,1.33,1.26,0.07,5.5556,post-market
ADSK,2021-07-31,2021-08-25,1.21,1.13,0.08,7.0796,post-market
ADSK,2021-04-30,2021-05-27,1.03,0.94,0.09,9.5745,post-market
ADSK,2021-01-31,2021-02-25,1.18,1.07,0.11,10.2804,post-market
BKR,2023-12-31,2024-01-23,0.51,0.48,0.03,6.25,post-market
BKR,2023-09-30,2023-10-25,0.42,0.4,0.02,5,post-market
BKR,2023-06-30,2023-07-19,0.39,0.33,0.06,18.1818,pre-market
BKR,2023-03-31,2023-04-19,0.28,0.26,0.02,7.6923,pre-market
BKR,2022-12-31,2023-01-23,0.38,0.4,-0.02,-5,pre-market
BKR,2022-09-30,2022-10-19,0.26,0.24,0.02,8.3333,pre-market
BKR,2022-06-30,2022-07-20,0.11,0.22,-0.11,-50,pre-market
BKR,2022-03-31,2022-04-20,0.15,0.2,-0.05,-25,pre-market
BKR,2021-12-31,2022-01-20,0.25,0.28,-0.03,-10.7143,pre-market
BKR,2021-09-30,2021-10-20,0.16,0.21,-0.05,-23.8095,pre-market
BKR,2021-06-30,2021-07-21,0.1,0.16,-0.06,-37.5,pre-market
BKR,2021-03-31,2021-04-21,0.12,0.11,0.01,9.0909,pre-market
BIIB,2023-12-31,2024-02-13,3.3,3.18,0.12,3.7736,pre-market
BIIB,2023-09-30,2023-11-08,4.36,3.97,0.39,9.8237,pre-market
BIIB,2023-06-30,2023-07-25,4.02,3.77,0.25,6.6313,pre-market
BIIB,2023-03-31,2023-04-25,3.4,3.28,0.12,3.6585,pre-market
BIIB,2022-12-31,2023-02-15,4.05,3.48,0.57,16.3793,pre-market
BIIB,2022-09-30,2022-10-25,4.77,4.14,0.63,15.2174,pre-market
BIIB,2022-06-30,2022-07-20,5.25,4.06,1.19,29.3103,pre-market
BIIB,2022-03-31,2022-05-03,4.38,4.38,0,0,pre-market
BIIB,2021-12-31,2022-02-03,3.39,3.38,0.01,0.2959,pre-market
BIIB,2021-09-30,2021-10-20,4.77,4.09,0.68,16.6259,pre-market
BIIB,2021-06-30,2021-07-22,5.68,4.54,1.14,25.1101,pre-market
BIIB,2021-03-31,2021-04-22,5.34,5.04,0.3,5.9524,pre-market
BKNG,2023-12-31,2024-02-22,32,29.86,2.14,7.1668,post-market
BKNG,2023-09-30,2023-11-02,72.32,67.61,4.71,6.9664,post-market
BKNG,2023-06-30,2023-08-03,37.62,28.9,8.72,30.173,post-market
BKNG,2023-03-31,2023-05-04,11.6,10.61,0.99,9.3308,post-market
BKNG,2022-12-31,2023-02-23,24.74,22.23,2.51,11.291,post-market
BKNG,2022-09-30,2022-11-02,53.03,49.92,3.11,6.23,post-market
BKNG,2022-06-30,2022-08-03,19.08,17.48,1.6,9.1533,post-market
BKNG,2022-03-31,2022-05-04,3.9,0.9,3,333.3333,post-market
BKNG,2021-12-31,2022-02-23,15.83,13.68,2.15,15.7164,post-market
BKNG,2021-09-30,2021-11-03,37.7,32.9,4.8,14.5897,post-market
BKNG,2021-06-30,2021-08-04,-2.55,-2.04,-0.51,-25,post-market
BKNG,2021-03-31,2021-05-05,-5.26,-5.87,0.61,10.3918,post-market
AVGO,2023-10-31,2023-12-07,11.06,10.98,0.08,0.7286,post-market
AVGO,2023-07-31,2023-08-31,10.54,10.42,0.12,1.1516,post-market
AVGO,2023-04-30,2023-06-01,10.32,10.08,0.24,2.381,post-market
AVGO,2023-01-31,2023-03-02,10.33,10.1,0.23,2.2772,post-market
AVGO,2022-10-31,2022-12-08,10.45,10.28,0.17,1.6537,post-market
AVGO,2022-07-31,2022-09-01,9.73,9.56,0.17,1.7782,post-market
AVGO,2022-04-30,2022-05-26,9.07,8.71,0.36,4.1332,pre-market
AVGO,2022-01-31,2022-03-03,8.39,8.08,0.31,3.8366,post-market
AVGO,2021-10-31,2021-12-09,7.81,7.74,0.07,0.9044,post-market
AVGO,2021-07-31,2021-09-02,6.96,6.88,0.08,1.1628,post-market
AVGO,2021-04-30,2021-06-03,6.62,6.43,0.19,2.9549,post-market
AVGO,2021-01-31,2021-03-04,6.61,6.56,0.05,0.7622,post-market
CDNS,2023-12-31,2024-02-12,1.38,1.33,0.05,3.7594,post-market
CDNS,2023-09-30,2023-10-23,1.26,1.2,0.06,5,post-market
CDNS,2023-06-30,2023-07-24,1.22,1.18,0.04,3.3898,post-market
CDNS,2023-03-31,2023-04-24,1.29,1.26,0.03,2.381,post-market
CDNS,2022-12-31,2023-02-13,0.96,0.92,0.04,4.3478,post-market
CDNS,2022-09-30,2022-10-24,1.06,0.97,0.09,9.2784,post-market
CDNS,2022-06-30,2022-07-25,1.08,0.96,0.12,12.5,post-market
CDNS,2022-03-31,2022-04-25,1.17,1.02,0.15,14.7059,post-market
CDNS,2021-12-31,2022-02-22,0.82,0.76,0.06,7.8947,post-market
CDNS,2021-09-30,2021-10-25,0.8,0.75,0.05,6.6667,post-market
CDNS,2021-06-30,2021-07-26,0.86,0.76,0.1,13.1579,post-market
CDNS,2021-03-31,2021-04-26,0.83,0.75,0.08,10.6667,post-market
CDW,2023-12-31,2024-02-07,2.57,2.56,0.01,0.3906,pre-market
CDW,2023-09-30,2023-11-01,2.72,2.6,0.12,4.6154,pre-market
CDW,2023-06-30,2023-08-02,2.56,2.33,0.23,9.8712,pre-market
CDW,2023-03-31,2023-05-03,2.03,2.01,0.02,0.995,pre-market
CDW,2022-12-31,2023-02-08,2.5,2.48,0.02,0.8065,pre-market
CDW,2022-09-30,2022-11-02,2.6,2.52,0.08,3.1746,pre-market
CDW,2022-06-30,2022-08-03,2.49,2.42,0.07,2.8926,pre-market
CDW,2022-03-31,2022-05-04,2.2,2.01,0.19,9.4527,pre-market
CDW,2021-12-31,2022-02-09,2.08,1.93,0.15,7.772,pre-market
CDW,2021-09-30,2021-11-03,2.13,2.05,0.08,3.9024,pre-market
CDW,2021-06-30,2021-08-04,2.02,1.8,0.22,12.2222,pre-market
CDW,2021-03-31,2021-05-05,1.74,1.53,0.21,13.7255,pre-market
CHTR,2023-12-31,2024-02-02,7.07,8.73,-1.66,-19.0149,pre-market
CHTR,2023-09-30,2023-10-27,8.25,7.94,0.31,3.9043,pre-market
CHTR,2023-06-30,2023-07-28,8.05,7.96,0.09,1.1307,pre-market
CHTR,2023-03-31,2023-04-28,6.65,7.48,-0.83,-11.0963,pre-market
CHTR,2022-12-31,2023-01-27,7.69,8.79,-1.1,-12.5142,pre-market
CHTR,2022-09-30,2022-10-28,7.38,8.23,-0.85,-10.3281,pre-market
CHTR,2022-06-30,2022-07-29,8.8,6.89,1.91,27.7213,pre-market
CHTR,2022-03-31,2022-04-29,6.9,6.47,0.43,6.6461,pre-market
CHTR,2021-12-31,2022-01-28,8.93,6.89,2.04,29.6081,pre-market
CHTR,2021-09-30,2021-10-29,6.5,5.71,0.79,13.8354,pre-market
CHTR,2021-06-30,2021-07-30,5.29,4.78,0.51,10.6695,pre-market
CHTR,2021-03-31,2021-04-30,4.11,4.26,-0.15,-3.5211,pre-market
CTAS,2023-11-30,2023-12-21,3.61,3.49,0.12,3.4384,pre-market
CTAS,2023-08-31,2023-09-26,3.7,3.67,0.03,0.8174,pre-market
CTAS,2023-05-31,2023-07-13,3.33,3.19,0.14,4.3887,pre-market
CTAS,2023-02-28,2023-03-29,3.14,3.04,0.1,3.2895,pre-market
CTAS,2022-11-30,2022-12-21,3.12,3.03,0.09,2.9703,pre-market
CTAS,2022-08-31,2022-09-28,3.39,3.13,0.26,8.3067,pre-market
CTAS,2022-05-31,2022-07-14,2.81,2.67,0.14,5.2434,pre-market
CTAS,2022-02-28,2022-03-23,2.69,2.43,0.26,10.6996,pre-market
CTAS,2021-11-30,2021-12-22,2.76,2.65,0.11,4.1509,pre-market
CTAS,2021-08-31,2021-09-29,3.11,2.75,0.36,13.0909,pre-market
CTAS,2021-05-31,2021-07-15,2.47,2.3,0.17,7.3913,pre-market
CTAS,2021-02-28,2021-03-17,2.37,2.22,0.15,6.7568,pre-market
CSCO,2023-10-31,2023-11-15,1.11,1.03,0.08,7.767,post-market
CSCO,2023-07-31,2023-08-16,1.14,1.06,0.08,7.5472,post-market
CSCO,2023-04-30,2023-05-17,1,0.97,0.03,3.0928,post-market
CSCO,2023-01-31,2023-02-15,0.88,0.86,0.02,2.3256,post-market
CSCO,2022-10-31,2022-11-16,0.86,0.84,0.02,2.381,post-market
CSCO,2022-07-31,2022-08-17,0.83,0.82,0.01,1.2195,post-market
CSCO,2022-04-30,2022-05-18,0.87,0.86,0.01,1.1628,post-market
CSCO,2022-01-31,2022-02-16,0.84,0.81,0.03,3.7037,post-market
CSCO,2021-10-31,2021-11-17,0.82,0.8,0.02,2.5,post-market
CSCO,2021-07-31,2021-08-18,0.84,0.82,0.02,2.439,post-market
CSCO,2021-04-30,2021-05-19,0.83,0.82,0.01,1.2195,post-market
CSCO,2021-01-31,2021-02-08,0.79,0.76,0.03,3.9474,post-market
CCEP,2023-12-31,2024-02-23,0,0.86,-0.86,-100,pre-market
CCEP,2023-09-30,2023-11-01,0,1.07,-1.07,-100,pre-market
CCEP,2023-06-30,2023-08-02,1.85,0.97,0.88,90.7216,pre-market
CCEP,2023-03-31,2023-04-25,0.68,0.7,-0.02,-2.8571,pre-market
CCEP,2022-12-31,2023-02-16,0.77,0.78,-0.01,-1.2821,pre-market
CCEP,2022-09-30,2022-11-02,0.93,0.93,0,0,pre-market
CCEP,2022-06-30,2022-08-08,0.93,1.18,-0.25,-21.1864,post-market
CCEP,2022-03-31,2022-04-14,0.67,0.56,0.11,19.6429,pre-market
CCEP,2021-12-31,2022-02-16,0.81,0.8,0.01,1.25,pre-market
CCEP,2021-09-30,2021-11-09,0.95,0.92,0.03,3.2609,pre-market
CCEP,2021-06-30,2021-09-02,0.68,0.76,-0.08,-10.5263,pre-market
CCEP,2021-03-31,2021-05-11,0.32,0.1,0.22,220,pre-market
CTSH,2023-12-31,2024-02-06,1.18,1.04,0.14,13.4615,post-market
CTSH,2023-09-30,2023-11-01,1.16,1.09,0.07,6.422,post-market
CTSH,2023-06-30,2023-08-02,1.1,0.99,0.11,11.1111,post-market
CTSH,2023-03-31,2023-05-03,1.11,1.04,0.07,6.7308,post-market
CTSH,2022-12-31,2023-02-02,1.01,1.02,-0.01,-0.9804,post-market
CTSH,2022-09-30,2022-11-02,1.17,1.16,0.01,0.8621,post-market
CTSH,2022-06-30,2022-07-27,1.14,1.08,0.06,5.5556,post-market
CTSH,2022-03-31,2022-05-04,1.08,1.04,0.04,3.8462,post-market
CTSH,2021-12-31,2022-02-02,1.1,1.04,0.06,5.7692,post-market
CTSH,2021-09-30,2021-10-27,1.06,1.05,0.01,0.9524,post-market
CTSH,2021-06-30,2021-07-28,0.99,0.96,0.03,3.125,post-market
CTSH,2021-03-31,2021-05-05,0.97,0.94,0.03,3.1915,post-market
CMCSA,2023-12-31,2024-01-25,0.84,0.79,0.05,6.3291,pre-market
CMCSA,2023-09-30,2023-10-26,1.08,0.95,0.13,13.6842,pre-market
CMCSA,2023-06-30,2023-07-27,1.13,0.97,0.16,16.4948,pre-market
CMCSA,2023-03-31,2023-04-27,0.92,0.82,0.1,12.1951,pre-market
CMCSA,2022-12-31,2023-01-26,0.82,0.77,0.05,6.4935,pre-market
CMCSA,2022-09-30,2022-10-27,0.96,0.9,0.06,6.6667,pre-market
CMCSA,2022-06-30,2022-07-28,1.01,0.92,0.09,9.7826,pre-market
CMCSA,2022-03-31,2022-04-28,0.86,0.8,0.06,7.5,pre-market
CMCSA,2021-12-31,2022-01-27,0.77,0.73,0.04,5.4795,pre-market
CMCSA,2021-09-30,2021-10-28,0.87,0.75,0.12,16,pre-market
CMCSA,2021-06-30,2021-07-29,0.84,0.67,0.17,25.3731,pre-market
